General.ID,Order,Family,Genus,Species,Common.name,IUCN.status,Survivorship,Age,Sex,Year,Month,Day,Date.accuracy,Latitude,Longitude,Location.accuracy,Locality,State.or.Province,Country,Deterrent,Building.height,Pane.type,Data.collection.method
818,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
819,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
820,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
821,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
822,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
823,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
824,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
825,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
826,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
827,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
828,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
829,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
830,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
831,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
832,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
833,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
834,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
835,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
836,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
837,Psittaciformes,Psittacidae,Touit,Touit melanonotus,Brown-backed Parrotlet,Near Threatened,Dead,Adult,Unknown,2020,March,23,Exact,-23.43,-46.48,Precise,Guarulhos,Sao Paulo,Brazil,None,Unknown,Unknown,Systematic
838,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Adult,Unknown,2019,July,Unknown,Approximate,-22.34,-44.82,Precise,Itamonte,Minas Gerais,Brazil,None,Taller,Translucent,By chance
839,Columbiformes,Columbidae,Columba,Patagioenas plumbea,Plumbeous Pigeon,Least Concern,Dead,Adult,Unknown,2011,February,15,Exact,-22.56,-45.46,Precise,Paraibuna,Sao Paulo,Brazil,None,Low-rise,Translucent,By chance
840,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Alive,Adult,Unknown,1992,February,Unknown,Approximate,-19.8,-43.98,Precise,Belo Horizonte,Minas Gerais,Brazil,None,Low-rise,Translucent,By chance
841,Passeriformes,Thraupidae,Saltator,Saltator similis,Green-winged Saltator,Least Concern,Dead,Adult,Unknown,2014,March,16,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Unknown,Unknown,By chance
842,Apodiformes,Trochilidae,Florisuga,Florisuga fusca,Black Jacobin,Least Concern,Dead,Adult,Unknown,2014,August,16,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
843,Psittaciformes,Psittacidae,Pyrrhura,Pyrrhura frontalis,Maroon-bellied Parakeet,Least Concern,Dead,Adult,Unknown,2017,November,8,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
844,Passeriformes,Passeridae,Passer,Passer domesticus,House Sparrow,Least Concern,Dead,Adult,Male,2017,December,17,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
845,Passeriformes,Turdidae,Turdus,Turdus flavipes,Yellow-legged Thrush,Least Concern,Dead,Adult,Female,2017,December,21,Exact,-19.93,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Taller,Reflective,By chance
846,Caprimulgiformes,Caprimulgidae,Nyctidromus,Nyctidromus albicollis,Common Pauraque,Least Concern,Dead,Adult,Unknown,2018,February,2,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Taller,Unknown,By chance
847,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Dead,Adult,Unknown,2018,May,12,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
848,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Blue-and-white Swallow,Least Concern,Dead,Unknown,Unknown,2018,November,21,Exact,-19.93,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
849,Passeriformes,Furnariidae,Campylorhamphus,Campylorhamphus falcularius,Black-billed Scythebill,Least Concern,Dead,Adult,Unknown,2018,November,23,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
850,Accipitriformes,Accipitridae,Harpagus,Harpagus diodon,Rufous-thighed Kite,Least Concern,Dead,Adult,Unknown,2019,January,11,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
851,Apodiformes,Trochilidae,Florisuga,Florisuga fusca,Black Jacobin,Least Concern,Dead,Adult,Unknown,2019,January,8,Exact,-19.93,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
852,Passeriformes,Turdidae,Turdus,Turdus flavipes,Yellow-legged Thrush,Least Concern,Dead,Adult,Unknown,2019,January,22,Exact,-19.93,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
853,Apodiformes,Trochilidae,Calliphlox,Calliphlox amethystina,Amethyst Woodstar,Least Concern,Dead,Adult,Unknown,2019,January,25,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
854,Strigiformes,Strigidae,Asio,Asio stygius,Stygian Owl,Least Concern,Dead,Adult,Unknown,2019,February,15,Exact,-19.94,-40.61,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
855,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Adult,Unknown,2019,March,15,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
856,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Adult,Unknown,2019,May,1,Exact,-19.52,-40.66,Precise,Colatina,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
857,Apodiformes,Trochilidae,Eupetomena,Eupetomena cirrochloris,Sombre Hummingbird,Least Concern,Dead,Adult,Unknown,2019,June,6,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
858,Apodiformes,Trochilidae,Florisuga,Florisuga fusca,Black Jacobin,Least Concern,Dead,Juvenile,Unknown,2019,August,1,Exact,-19.94,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
859,Tinamiformes,Tinamidae,Crypturellus,Crypturellus tataupa,Tataupa Tinamou,Least Concern,Dead,Adult,Unknown,2019,October,1,Exact,-19.93,-40.6,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
860,Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia caudata,Swallow-tailed Manakin,Least Concern,Dead,Adult,Male,2019,November,27,Exact,-19.93,-40.63,Precise,Santa Teresa,Espirito Santo,Brazil,None,Low-rise,Reflective,By chance
861,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,Saffron Finch,Least Concern,Dead,Adult,Male,2019,October,14,Exact,-20.66,-40.51,Precise,Guarapari,Espirito Santo,Brazil,None,Low-rise,Translucent,By chance
862,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,Saffron Finch,Least Concern,Dead,Adult,Male,2019,October,16,Exact,-20.66,-40.51,Precise,Guarapari,Espirito Santo,Brazil,None,Low-rise,Translucent,By chance
863,Apodiformes,Trochilidae,Eupetomena,Eupetomena macroura,Swallow-tailed Hummingbird,Least Concern,Dead,Adult,Male,2020,February,15,Exact,-20.66,-40.51,Precise,Guarapari,Espirito Santo,Brazil,None,Low-rise,Translucent,By chance
864,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Adult,Male,2020,February,27,Exact,-20.66,-40.51,Precise,Guarapari,Espirito Santo,Brazil,None,Low-rise,Translucent,By chance
865,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Adult,Unknown,2020,May,5,Exact,-22.9,-43.29,Precise,Rio de Janeiro,Rio de Janeiro,Brazil,None,Taller,Reflective,By chance
866,Columbiformes,Columbidae,Columbina,Columbina picui,Picui Ground Dove,Least Concern,Dead,Adult,Unknown,2013,June,5,Exact,-22.33,-41.74,Precise,Macae,Rio de Janeiro,Brazil,None,Unknown,Reflective,By chance
867,Passeriformes,Thraupidae,Tangara,Tangara seledon,Green-headed Tanager,Least Concern,Dead,Adult,Male,2013,August,20,Exact,-22.31,-42,Precise,Macae,Rio de Janeiro,Brazil,None,Unknown,Reflective,By chance
868,Passeriformes,Hirundinidae,Pygochelidon,Pygochelidon cyanoleuca,Blue-and-white Swallow,Least Concern,Dead,Adult,Unknown,2012,October,11,Exact,-22.33,-41.75,Precise,Macae,Rio de Janeiro,Brazil,None,Low-rise,Translucent,By chance
869,Passeriformes,Thraupidae,Stilpnia,Stilpnia cayana,Burnished-buff Tanager,Least Concern,Alive,Adult,Male,2014,November,3,Exact,-22.33,-41.74,Precise,Macae,Rio de Janeiro,Brazil,None,Unknown,Reflective,By chance
870,Passeriformes,Thraupidae,Stilpnia,Stilpnia cayana,Burnished-buff Tanager,Least Concern,Alive,Adult,Male,2016,January,18,Exact,-22.38,-42.22,Precise,Casimiro de Abreu,Rio de Janeiro,Brazil,None,Low-rise,Reflective,By chance
871,Passeriformes,Thraupidae,Tangara,Tangara seledon,Green-headed Tanager,Least Concern,Alive,Adult,Male,2018,June,10,Exact,-22.33,-42.18,Precise,Macae,Rio de Janeiro,Brazil,None,Low-rise,Reflective,By chance
872,Passeriformes,Tyrannidae,Elaenia,Elaenia cristata,Plain-crested Elaenia,Least Concern,Dead,Adult,Unknown,2020,May,2,Exact,-14.11,-47.53,Precise,Alto Paraiso,Goias,Brazil,None,Low-rise,Translucent,By chance
873,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Alive,Adult,Unknown,2020,May,14,Exact,-14.11,-47.53,Precise,Alto Paraiso,Goias,Brazil,None,Low-rise,Translucent,By chance
874,Apodiformes,Trochilidae,Chlorostilbon,Chlorostilbon lucidus,Glittering-bellied Emerald,Least Concern,Alive,Adult,Male,2020,June,3,Exact,-14.22,-47.89,Precise,Sao Jorge,Goias,Brazil,None,Low-rise,Translucent,By chance
875,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Adult,Male,2020,June,7,Exact,-15.62,-47.65,Precise,Planaltina,Distrito Federal,Brazil,None,Taller,Reflective,By chance
876,Passeriformes,Thraupidae,Thraupis,Thraupis sayaca,Sayaca Tanager,Least Concern,Dead,Unknown,Unknown,2008,September,23,Exact,-22.71,-47.63,Precise,Piracicaba,Sao Paulo,Brazil,None,Taller,Unknown,By chance
877,Passeriformes,Thraupidae,Tachyphonus,Tachyphonus coronatus,Ruby-crowned Tanager,Least Concern,Dead,Adult,Male,2019,September,18,Exact,-19.94,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Taller,Translucent,By chance
878,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Adult,Unknown,2019,October,9,Exact,-19.94,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Taller,Translucent,By chance
879,Columbiformes,Columbidae,Columbina,Columbina talpacoti,Ruddy Ground Dove,Least Concern,Dead,Adult,Unknown,2019,October,9,Exact,-19.94,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Taller,Translucent,By chance
880,Passeriformes,Thraupidae,Tangara,Tangara cyanoventris,Gilt-edged Tanager,Least Concern,Dead,Adult,Unknown,2019,December,7,Exact,-19.94,-40.59,Precise,Santa Teresa,Espirito Santo,Brazil,None,Taller,Translucent,By chance
881,Passeriformes,Turdidae,Turdus,Turdus grayi,Clay-colored Thrush,Least Concern,Dead,Adult,Unknown,2015,May,20,Exact,16.76,-92.68,Precise,San Cristobal de Las Casas,Chiapas,Mexico,None,Low-rise,Translucent,By chance
882,Passeriformes,Thraupidae,Coeraba,Coereba flaveola,Bananaquit,Least Concern,Dead,Adult,Male,2018,January,Unknown,Approximate,20.54,-86.93,Precise,Cozumel island,Quintana Roo,Mexico,None,Low-rise,Translucent,By chance
883,Passeriformes,Thraupidae,Tiaris,Tiaris olivaceus,Yellow-faced Grassquit,Least Concern,Dead,Adult,Male,2016,February,15,Exact,20.54,-86.93,Precise,Cozumel island,Quintana Roo,Mexico,None,Low-rise,Translucent,By chance
884,Passeriformes,Thraupidae,Tiaris,Tiaris olivaceus,Yellow-faced Grassquit,Least Concern,Dead,Adult,Unknown,2016,February,15,Exact,20.54,-86.93,Precise,Cozumel island,Quintana Roo,Mexico,None,Low-rise,Translucent,By chance
885,Passeriformes,Hirundinidae,Orochelidon,Orochelidon murina,Brown-bellied Swallow,Least Concern,Dead,Adult,Female,2018,August,8,Exact,4.67,-74.06,Precise,Bogota,Cundinamarca,Colombia,None,Low-rise,Reflective,By chance
886,Apodiformes,Trochilidae,Colibri,Colibri delphinae,Brown Violetear,Least Concern,Dead,Unknown,Unknown,2015,Unknown,Unknown,Approximate,10.4,-66.98,Precise,Caracas,Distrito Capital,Venezuela,None,Taller,Reflective,By chance
887,Apodiformes,Trochilidae,Adelomyia,Adelomyia melanogenys,Speckled Hummingbird,Least Concern,Dead,Unknown,Unknown,2013,October,Unknown,Approximate,10.47,-66.91,Precise,Caracas,Distrito Capital,Venezuela,None,Low-rise,Reflective,By chance
888,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,July,15,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
889,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,July,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
890,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,July,24,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
891,Passeriformes,Pipridae,Manacus,Manacus manacus,White-bearded Manakin,Least Concern,Alive,Unknown,Female,2009,July,25,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
892,Strigiformes,Strigidae,Megascops,Megascops choliba,Tropical Screech-owl,Least Concern,Dead,Unknown,Unknown,2009,July,30,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
893,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2009,August,13,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
894,Passeriformes,Tyrannidae,Tyrannus,Tyrannus melancholicus,Tropical Kingbird,Least Concern,Dead,Unknown,Unknown,2009,August,16,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
895,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus castanotis,Chestnut-eared Aracari,Least Concern,Alive,Juvenile,Unknown,2009,August,17,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
896,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2009,August,31,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
897,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Dead,Unknown,Unknown,2009,September,3,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
898,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,September,3,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
899,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Dead,Unknown,Unknown,2009,September,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
900,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2009,September,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
901,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2009,September,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
902,Passeriformes,Tyrannidae,Pitangus,Pitangus sulphuratus,Great Kiskadee,Least Concern,Alive,Unknown,Unknown,2009,September,5,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
903,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,September,5,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
904,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,September,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
905,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2009,September,8,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
906,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2009,September,8,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
907,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Dead,Unknown,Unknown,2009,September,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
908,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2009,September,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
909,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2009,September,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
910,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2009,September,11,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
911,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2009,September,11,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
912,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Alive,Unknown,Unknown,2009,September,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
913,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,September,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
914,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus inscriptus,Lettered Aracari,Least Concern,Alive,Unknown,Unknown,2009,September,16,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
915,Piciformes,Picidae,Dryobates,Dryobates passerinus,Little Woodpecker,Least Concern,Alive,Unknown,Unknown,2009,September,16,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
916,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,September,22,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
917,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2009,October,2,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
918,Passeriformes,Tityridae,Tityra,Tityra cayana,Black-tailed Tityra,Least Concern,Alive,Unknown,Unknown,2009,October,4,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
919,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Juvenile,Unknown,2009,October,9,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
920,Piciformes,Picidae,Dryobates,Dryobates passerinus,Little Woodpecker,Least Concern,Alive,Unknown,Unknown,2009,October,18,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
921,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2009,October,27,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
922,Piciformes,Ramphastidae,Pteroglossus,Pteroglossus inscriptus,Lettered Aracari,Least Concern,Dead,Unknown,Unknown,2009,November,10,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
923,Passeriformes,Tyrannidae,Myiozetetes,Myiozetetes similis,Social Flycatcher,Least Concern,Dead,Unknown,Unknown,2009,November,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
924,Passeriformes,Troglodytidae,Troglodytes,Troglodytes aedon,House Wren,Least Concern,Dead,Unknown,Unknown,2009,November,25,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
925,Passeriformes,Turdidae,Turdus,Turdus ignobilis,Black-billed Thrush,Least Concern,Dead,Unknown,Unknown,2009,November,28,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
926,Passeriformes,Thraupidae,Sporophila,Sporophila intermedia,Gray Seedeater,Least Concern,Alive,Adult,Female,2010,January,23,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
927,Piciformes,Picidae,Dryobates,Dryobates passerinus,Little Woodpecker,Least Concern,Alive,Unknown,Unknown,2010,January,26,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
928,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2010,March,2,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
929,Passeriformes,Thraupidae,Thraupis,Thraupis palmarum,Palm Tanager,Least Concern,Alive,Unknown,Unknown,2010,March,6,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
930,Passeriformes,Thraupidae,Thraupis,Thraupis episcopus,Blue-gray Tanager,Least Concern,Alive,Unknown,Unknown,2010,April,12,Exact,4.29,-73.51,Precise,Cumaral,Meta,Colombia,None,Low-rise,Translucent,Systematic
